wb_gene_id,gene_name,time
WBGene00001574,gei-17,emb_lethal
WBGene00003158,mcm-6,emb_lethal
WBGene00009688,F44E5.1,emb_lethal
WBGene00016245,rbmx-2,emb_lethal
WBGene00019119,F59E12.3,emb_lethal
WBGene00013550,Y75B8A.14,emb_lethal
WBGene00001910,C50F4.6,emb_lethal
WBGene00004751,sea-2,emb_lethal
WBGene00003123,mag-1,emb_lethal
WBGene00012244,mrps-11,emb_lethal
WBGene00000437,ceh-13,emb_lethal
WBGene00003927,pas-6,emb_lethal
WBGene00020349,T08B2.11,emb_lethal
WBGene00005106,srd-28,emb_lethal
WBGene00022301,cpsf-1,emb_lethal
WBGene00004467,rpn-11,emb_lethal
WBGene00004112,pqn-22,emb_lethal
WBGene00004306,ran-5,emb_lethal
WBGene00008226,C50B8.4,emb_lethal
WBGene00009787,F46F2.3,emb_lethal
WBGene00004447,rpl-33,emb_lethal
WBGene00013958,nol-16,emb_lethal
WBGene00004432,rpl-20,emb_lethal
WBGene00005105,srd-27,emb_lethal
WBGene00014023,lnkn-1,emb_lethal
WBGene00000187,arl-1,emb_lethal
WBGene00000837,cul-2,emb_lethal
WBGene00011143,rpap-2,emb_lethal
WBGene00016260,rege-1,emb_lethal
WBGene00000867,cyb-2.2,emb_lethal
WBGene00001942,his-68,emb_lethal
WBGene00019220,pfd-2,emb_lethal
WBGene00017986,F32D1.7,emb_lethal
WBGene00013687,exoc-8,emb_lethal
WBGene00010564,ath-1,emb_lethal
WBGene00014218,ZK1098.1,emb_lethal
WBGene00020783,blos-4,emb_lethal
WBGene00011017,R04F11.5,emb_lethal
WBGene00009368,pole-1,emb_lethal
WBGene00004352,rgs-9,emb_lethal
WBGene00009734,F45G2.8,emb_lethal
WBGene00206360,T13C5.10,emb_lethal
WBGene00002717,let-526,emb_lethal
WBGene00018391,rpb-4,emb_lethal
WBGene00206503,T26E4.18,emb_lethal
WBGene00022492,dss-1,emb_lethal
WBGene00006647,tsr-1,emb_lethal
WBGene00006504,kcc-1,emb_lethal
WBGene00003779,nob-1,emb_lethal
WBGene00003395,mom-2,emb_lethal
WBGene00006476,rhgf-2,emb_lethal
WBGene00004789,sgk-1,emb_lethal
WBGene00002201,kin-18,emb_lethal
WBGene00004143,pqn-59,emb_lethal
WBGene00004334,ref-1,emb_lethal
WBGene00019948,R08C7.4,emb_lethal
WBGene00009469,F36D3.1,emb_lethal
WBGene00002245,lag-1,emb_lethal
WBGene00003792,npp-6,emb_lethal
WBGene00010194,btb-19,emb_lethal
WBGene00008769,mrpl-13,emb_lethal
WBGene00009664,idha-1,emb_lethal
WBGene00003928,pas-7,emb_lethal
WBGene00001149,bcat-1,emb_lethal
WBGene00020558,T19B4.5,emb_lethal
WBGene00020269,erfa-1,emb_lethal
WBGene00005571,sri-59,emb_lethal
WBGene00002143,inx-21,emb_lethal
WBGene00007555,dohh-1,emb_lethal
WBGene00002225,klp-15,emb_lethal
WBGene00015624,C09B8.5,emb_lethal
WBGene00001879,his-5,emb_lethal
WBGene00006307,suf-1,emb_lethal
WBGene00001553,gcy-33,emb_lethal
WBGene00003951,pbs-5,emb_lethal
WBGene00015746,C13F10.7,emb_lethal
WBGene00000209,asg-1,emb_lethal
WBGene00044318,tag-267,emb_lethal
WBGene00007171,B0393.6,emb_lethal
WBGene00000413,cdt-1,emb_lethal
WBGene00019953,wapl-1,emb_lethal
WBGene00008645,F10C2.4,emb_lethal
WBGene00006373,syx-5,emb_lethal
WBGene00017992,F32E10.5,emb_lethal
WBGene00008380,prp-38,emb_lethal
WBGene00020684,T22D1.5,emb_lethal
WBGene00002100,ins-17,emb_lethal
WBGene00010229,F58A4.6,emb_lethal
WBGene00017363,F10G2.2,emb_lethal
WBGene00016374,swd-2.2,emb_lethal
WBGene00002105,ins-22,emb_lethal
WBGene00008237,nstp-10,emb_lethal
WBGene00018659,F52C6.2,emb_lethal
WBGene00003784,nos-2,emb_lethal
WBGene00011747,sna-2,emb_lethal
WBGene00303370,Y59A8A.8,emb_lethal
WBGene00020218,T04G9.7,emb_lethal
WBGene00021482,Y39H10A.6,emb_lethal
WBGene00006579,tlk-1,emb_lethal
WBGene00015945,C18A3.9,emb_lethal
WBGene00007880,C33A12.1,emb_lethal
WBGene00012887,Y45F10D.7,emb_lethal
WBGene00008094,C44H4.4,emb_lethal
WBGene00013441,xpb-1,emb_lethal
WBGene00017548,F18A1.7,emb_lethal
WBGene00017319,mrps-9,emb_lethal
WBGene00008452,mrps-5,emb_lethal
WBGene00017328,nemp-1,emb_lethal
WBGene00000857,cwn-1,emb_lethal
WBGene00009343,F32H2.6,emb_lethal
WBGene00007965,C36A4.4,emb_lethal
WBGene00016739,pitr-1,emb_lethal
WBGene00004462,rpn-6.1,emb_lethal
WBGene00016588,hpo-12,emb_lethal
WBGene00012795,Y43E12A.3,emb_lethal
WBGene00010093,capg-2,emb_lethal
WBGene00012659,Y39A1A.22,emb_lethal
WBGene00013683,zoo-1,emb_lethal
WBGene00002185,kel-3,emb_lethal
WBGene00003656,nhr-66,emb_lethal
WBGene00004495,rps-26,emb_lethal
WBGene00302998,F53G2.12,emb_lethal
WBGene00003064,lpd-8,emb_lethal
WBGene00004815,skr-9,emb_lethal
WBGene00001168,eef-1A.1,emb_lethal
WBGene00003162,mdh-2,emb_lethal
WBGene00016112,C25H3.3,emb_lethal
WBGene00001215,ego-2,emb_lethal
WBGene00003415,mars-1,emb_lethal
WBGene00009943,F52G2.3,emb_lethal
WBGene00013095,ing-3,emb_lethal
WBGene00000041,aco-2,emb_lethal
WBGene00017643,czw-1,emb_lethal
WBGene00000863,cya-1,emb_lethal
WBGene00003901,paa-1,emb_lethal
WBGene00019430,K06A5.2,emb_lethal
WBGene00001500,ftn-1,emb_lethal
WBGene00003073,lars-1,emb_lethal
WBGene00003219,mes-1,emb_lethal
WBGene00001336,qars-1,emb_lethal
WBGene00019673,K12C11.1,emb_lethal
WBGene00015092,mrpl-47,emb_lethal
WBGene00017016,snap-1,emb_lethal
WBGene00255595,D1046.18,emb_lethal
WBGene00002066,ifg-1,emb_lethal
WBGene00002915,let-805,emb_lethal
WBGene00021017,cil-7,emb_lethal
WBGene00003793,npp-7,emb_lethal
WBGene00012730,xrn-1,emb_lethal
WBGene00012993,dmsr-3,emb_lethal
WBGene00015976,C18E3.9,emb_lethal
WBGene00002497,let-268,emb_lethal
WBGene00003936,pat-12,emb_lethal
WBGene00006751,unc-11,emb_lethal
WBGene00000371,cox-5B,emb_lethal
WBGene00020423,prp-19,emb_lethal
WBGene00001913,his-39,emb_lethal
WBGene00012376,nduf-7,emb_lethal
WBGene00006911,vha-2,emb_lethal
WBGene00004472,rps-3,emb_lethal
WBGene00001166,eftu-2,emb_lethal
WBGene00008433,marc-2,emb_lethal
WBGene00019401,nuo-4,emb_lethal
WBGene00001885,his-11,emb_lethal
WBGene00001028,dnj-10,emb_lethal
WBGene00006611,tre-5,emb_lethal
WBGene00022277,homt-1,emb_lethal
WBGene00016015,C23G10.8,emb_lethal
WBGene00009187,F27D4.1,emb_lethal
WBGene00007026,mdt-31,emb_lethal
WBGene00303007,Y57G11C.1147,emb_lethal
WBGene00022471,rnf-145,emb_lethal
WBGene00001335,F35A5.8,emb_lethal
WBGene00016449,tost-1,emb_lethal
WBGene00003221,mes-3,emb_lethal
WBGene00011481,imp-2,emb_lethal
WBGene00007182,fbxb-119,emb_lethal
WBGene00007030,epc-1,emb_lethal
WBGene00001214,ego-1,emb_lethal
WBGene00004219,ptr-4,emb_lethal
WBGene00020779,T24G10.2,emb_lethal
WBGene00013678,Y105E8A.20,emb_lethal
WBGene00001227,eif-3.D,emb_lethal
WBGene00004762,sel-5,emb_lethal
WBGene00004367,ric-8,emb_lethal
WBGene00015091,B0261.1,emb_lethal
WBGene00003870,ooc-5,emb_lethal
WBGene00001177,egl-8,emb_lethal
WBGene00011944,T23D8.3,emb_lethal
WBGene00008549,din-1,emb_lethal
WBGene00017578,drl-1,emb_lethal
WBGene00017344,F10E7.2,emb_lethal
WBGene00001981,hnd-1,emb_lethal
WBGene00022089,Y69A2AR.18,emb_lethal
WBGene00006816,unc-84,emb_lethal
WBGene00004374,rme-2,emb_lethal
WBGene00018669,F52C6.12,emb_lethal
WBGene00003818,nsf-1,emb_lethal
WBGene00004174,abu-14,emb_lethal
WBGene00017735,did-2,emb_lethal
WBGene00016638,perm-4,emb_lethal
WBGene00019821,gtf-2H1,emb_lethal
WBGene00007564,mrps-22,emb_lethal
WBGene00009052,ekl-1,emb_lethal
WBGene00015698,kca-1,emb_lethal
WBGene00004501,rpt-1,emb_lethal
WBGene00012458,ash-2,emb_lethal
WBGene00022837,ceh-45,emb_lethal
WBGene00009276,F30F8.9,emb_lethal
WBGene00021857,iffb-1,emb_lethal
WBGene00012179,W01D2.1,emb_lethal
WBGene00003241,mig-5,emb_lethal
WBGene00004922,snt-2,emb_lethal
WBGene00001413,fem-3,emb_lethal
WBGene00044436,Y47G6A.31,emb_lethal
WBGene00004774,sem-5,emb_lethal
WBGene00009054,F22D6.9,emb_lethal
WBGene00001077,dpy-18,emb_lethal
WBGene00001086,dpy-27,emb_lethal
WBGene00001352,evl-14,emb_lethal
WBGene00013515,Y73F4A.2,emb_lethal
WBGene00000099,air-2,emb_lethal
WBGene00018852,F55A3.7,emb_lethal
WBGene00004034,pkc-3,emb_lethal
WBGene00011634,T09A5.5,emb_lethal
WBGene00018369,mig-39,emb_lethal
WBGene00011857,coa-4,emb_lethal
WBGene00011501,rmd-1,emb_lethal
WBGene00004369,rig-1,emb_lethal
WBGene00000405,cdk-1,emb_lethal
WBGene00011883,mrpl-50,emb_lethal
WBGene00007504,nbs-1,emb_lethal
WBGene00017830,rpb-8,emb_lethal
WBGene00006700,uba-2,emb_lethal
WBGene00021849,Y54F10AM.5,emb_lethal
WBGene00006919,vha-10,emb_lethal
WBGene00003934,pat-10,emb_lethal
WBGene00004415,rpl-4,emb_lethal
WBGene00005567,sri-55,emb_lethal
WBGene00010042,bcs-1,emb_lethal
WBGene00004390,rnp-7,emb_lethal
WBGene00002034,htp-3,emb_lethal
WBGene00006698,uaf-2,emb_lethal
WBGene00003155,mcm-3,emb_lethal
WBGene00014177,frg-1,emb_lethal
WBGene00002032,htp-1,emb_lethal
WBGene00016942,C55B7.3,emb_lethal
WBGene00010013,F54B3.1,emb_lethal
WBGene00009445,F35G12.12,emb_lethal
WBGene00017989,nol-10,emb_lethal
WBGene00004441,rpl-27,emb_lethal
WBGene00004186,prpf-4,emb_lethal
WBGene00016576,lido-9,emb_lethal
WBGene00003931,pat-4,emb_lethal
WBGene00011692,T10G3.1,emb_lethal
WBGene00004393,rnt-1,emb_lethal
WBGene00019254,H31G24.3,emb_lethal
WBGene00009305,F32A7.4,emb_lethal
WBGene00016520,C39B5.2,emb_lethal
WBGene00001331,erd-2.1,emb_lethal
WBGene00006913,vha-4,emb_lethal
WBGene00020376,T09B4.2,emb_lethal
WBGene00043279,F22D6.8,emb_lethal
WBGene00001209,egl-45,emb_lethal
WBGene00000382,cdc-6,emb_lethal
WBGene00007614,gnrr-2,emb_lethal
WBGene00013168,arp-1,emb_lethal
WBGene00003132,mat-1,emb_lethal
WBGene00000783,cpr-3,emb_lethal
WBGene00003939,pax-3,emb_lethal
WBGene00001561,gei-4,emb_lethal
WBGene00011728,T12A7.7,emb_lethal
WBGene00003470,msp-152,emb_lethal
WBGene00002985,lig-1,emb_lethal
WBGene00013267,Y57A10A.27,emb_lethal
WBGene00009477,rbpl-1,emb_lethal
WBGene00001829,hcp-1,emb_lethal
WBGene00003209,mel-26,emb_lethal
WBGene00019589,K09F6.6,emb_lethal
WBGene00002067,ifp-1,emb_lethal
WBGene00015513,snpc-1.1,emb_lethal
WBGene00011275,psf-1,emb_lethal
WBGene00022141,chaf-2,emb_lethal
WBGene00017565,ddo-2,emb_lethal
WBGene00000537,clk-2,emb_lethal
WBGene00015164,ykt-6,emb_lethal
WBGene00007433,swsn-7,emb_lethal
WBGene00007714,C25D7.1,emb_lethal
WBGene00016493,C37A2.7,emb_lethal
WBGene00006366,sym-1,emb_lethal
WBGene00019084,F59A6.2,emb_lethal
WBGene00001694,grd-5,emb_lethal
WBGene00001169,eef-1A.2,emb_lethal
WBGene00001423,fib-1,emb_lethal
WBGene00001773,gst-25,emb_lethal
WBGene00003916,par-1,emb_lethal
WBGene00001835,hda-2,emb_lethal
WBGene00004204,swsn-4,emb_lethal
WBGene00004417,rpl-6,emb_lethal
WBGene00019211,H18N23.2,emb_lethal
WBGene00014730,F01D5.4,emb_lethal
WBGene00007434,arp-6,emb_lethal
WBGene00011121,R07E5.17,emb_lethal
WBGene00001930,his-56,emb_lethal
WBGene00009969,F53B7.7,emb_lethal
WBGene00004450,rpl-36,emb_lethal
WBGene00021460,zwl-1,emb_lethal
WBGene00018365,tpst-2,emb_lethal
WBGene00021467,Y39G10AR.9,emb_lethal
WBGene00001511,fzy-1,emb_lethal
WBGene00007135,cdk-12,emb_lethal
WBGene00020915,nol-58,emb_lethal
WBGene00020550,T17H7.1,emb_lethal
WBGene00018957,F56C11.5,emb_lethal
WBGene00022106,lgc-46,emb_lethal
WBGene00015810,C16A3.5,emb_lethal
WBGene00005251,srh-28,emb_lethal
WBGene00001081,dpy-22,emb_lethal
WBGene00009881,F49C12.12,emb_lethal
WBGene00004435,rpl-23,emb_lethal
WBGene00001235,elb-1,emb_lethal
WBGene00001229,eif-3.F,emb_lethal
WBGene00021640,Y47G6A.14,emb_lethal
WBGene00004969,spe-15,emb_lethal
WBGene00000292,cap-1,emb_lethal
WBGene00006974,zen-4,emb_lethal
WBGene00013740,hut-1,emb_lethal
WBGene00009264,sac-1,emb_lethal
WBGene00001061,dpl-1,emb_lethal
WBGene00006592,dpy-31,emb_lethal
WBGene00009454,F36A2.7,emb_lethal
WBGene00022852,ZK1127.5,emb_lethal
WBGene00004984,spn-4,emb_lethal
WBGene00001901,his-27,emb_lethal
WBGene00010609,dut-1,emb_lethal
WBGene00001793,gsy-1,emb_lethal
WBGene00001338,ears-2,emb_lethal
WBGene00003210,mel-28,emb_lethal
WBGene00011067,vps-11,emb_lethal
WBGene00011814,gtf-2H2C,emb_lethal
WBGene00008580,dsb-1,emb_lethal
WBGene00016151,smc-5,emb_lethal
WBGene00002221,klp-10,emb_lethal
WBGene00044083,tin-9.2,emb_lethal
WBGene00006787,unc-52,emb_lethal
WBGene00003065,lpd-9,emb_lethal
WBGene00001966,hlh-27,emb_lethal
WBGene00020604,T20B12.7,emb_lethal
WBGene00004187,prp-8,emb_lethal
WBGene00017800,F25G6.9,emb_lethal
WBGene00004132,ifet-1,emb_lethal
WBGene00004264,qua-1,emb_lethal
WBGene00009342,fasn-1,emb_lethal
WBGene00020375,pigv-1,emb_lethal
WBGene00000142,aos-1,emb_lethal
WBGene00001968,hlh-29,emb_lethal
WBGene00206459,Y80D4G.1,emb_lethal
WBGene00018609,F48E8.2,emb_lethal
WBGene00000366,cbp-1,emb_lethal
WBGene00021939,Y55F3BR.2,emb_lethal
WBGene00001016,dna-2,emb_lethal
WBGene00017641,csr-1,emb_lethal
WBGene00000838,cul-3,emb_lethal
WBGene00001161,efl-1,emb_lethal
WBGene00004333,rec-8,emb_lethal
WBGene00022774,swsn-6,emb_lethal
WBGene00003905,pad-1,emb_lethal
WBGene00002131,inx-9,emb_lethal
WBGene00010652,K08C9.5,emb_lethal
WBGene00022880,tbc-2,emb_lethal
WBGene00007028,trr-1,emb_lethal
WBGene00001596,gld-2,emb_lethal
WBGene00016174,C27H5.4,emb_lethal
WBGene00004498,rps-29,emb_lethal
WBGene00018625,prp-17,emb_lethal
WBGene00021351,eif-2alpha,emb_lethal
WBGene00001660,gop-1,emb_lethal
WBGene00012992,mrpl-20,emb_lethal
WBGene00003868,ooc-3,emb_lethal
WBGene00004454,rpl-36.A,emb_lethal
WBGene00002348,myo-1,emb_lethal
WBGene00009064,F22G12.4,emb_lethal
WBGene00020683,ribo-1,emb_lethal
WBGene00020744,T24A6.1,emb_lethal
WBGene00004444,rpl-30,emb_lethal
WBGene00001630,gly-5,emb_lethal
WBGene00011788,hal-3,emb_lethal
WBGene00020680,T22D1.1,emb_lethal
WBGene00007350,sucl-1,emb_lethal
WBGene00004075,pod-1,emb_lethal
WBGene00021945,lem-4,emb_lethal
WBGene00000707,col-133,emb_lethal
WBGene00021929,dcap-1,emb_lethal
WBGene00009254,capg-1,emb_lethal
WBGene00010015,atad-3,emb_lethal
WBGene00017683,rbbp-5,emb_lethal
WBGene00013034,tat-1,emb_lethal
WBGene00019004,xpg-1,emb_lethal
WBGene00003976,pes-1,emb_lethal
WBGene00008232,C50F4.4,emb_lethal
WBGene00021116,ncs-6,emb_lethal
WBGene00022211,Y73B3A.9,emb_lethal
WBGene00022335,Y82E9BR.2,emb_lethal
WBGene00006777,unc-41,emb_lethal
WBGene00018893,wdr-12,emb_lethal
WBGene00010627,nol-56,emb_lethal
WBGene00002226,klp-16,emb_lethal
WBGene00009444,erh-2,emb_lethal
WBGene00008259,C52E4.7,emb_lethal
WBGene00017768,F25B4.5,emb_lethal
WBGene00018553,srt-60,emb_lethal
WBGene00007124,B0250.7,emb_lethal
WBGene00003902,pab-1,emb_lethal
WBGene00004896,smu-2,emb_lethal
WBGene00015025,mrpl-9,emb_lethal
WBGene00002130,inx-8,emb_lethal
WBGene00019890,R05F9.6,emb_lethal
WBGene00007622,C16C10.1,emb_lethal
WBGene00011661,ztf-27,emb_lethal
WBGene00010351,cbd-1,emb_lethal
WBGene00000566,cnt-2,emb_lethal
WBGene00000411,cdl-1,emb_lethal
WBGene00009626,F42A8.1,emb_lethal
WBGene00015499,inst-1,emb_lethal
WBGene00001878,his-4,emb_lethal
WBGene00015307,C01G5.5,emb_lethal
WBGene00012890,lact-9,emb_lethal
WBGene00010484,dph-3,emb_lethal
WBGene00004076,pod-2,emb_lethal
WBGene00202512,C25E10.16,emb_lethal
WBGene00023464,srz-80,emb_lethal
WBGene00003421,msh-5,emb_lethal
WBGene00011526,cox-15,emb_lethal
WBGene00000102,akt-1,emb_lethal
WBGene00012479,Y18D10A.9,emb_lethal
WBGene00013038,ani-1,emb_lethal
WBGene00000192,arl-8,emb_lethal
WBGene00000205,arx-7,emb_lethal
WBGene00004752,sec-5,emb_lethal
WBGene00001310,end-1,emb_lethal
WBGene00000230,atp-3,emb_lethal
WBGene00004823,skr-17,emb_lethal
WBGene00015678,mcp-1,emb_lethal
WBGene00003067,lrg-1,emb_lethal
WBGene00001938,his-64,emb_lethal
WBGene00020636,T20H4.5,emb_lethal
WBGene00021534,mvk-1,emb_lethal
WBGene00015102,cpg-2,emb_lethal
WBGene00022180,Y71H2AM.15,emb_lethal
WBGene00003230,mex-5,emb_lethal
WBGene00018771,duox-2,emb_lethal
WBGene00004955,spd-5,emb_lethal
WBGene00000479,cgh-1,emb_lethal
WBGene00011122,cpt-2,emb_lethal
WBGene00006648,ttb-1,emb_lethal
WBGene00001410,feh-1,emb_lethal
WBGene00016250,hsp-110,emb_lethal
WBGene00012645,mrpl-22,emb_lethal
WBGene00004735,sbp-1,emb_lethal
WBGene00004756,sec-24.2,emb_lethal
WBGene00022163,Y71G12B.28,emb_lethal
WBGene00020475,sut-1,emb_lethal
WBGene00004215,ptp-3,emb_lethal
WBGene00003734,nhx-6,emb_lethal
WBGene00006382,taf-1,emb_lethal
WBGene00012457,acbp-6,emb_lethal
WBGene00011758,T13H5.4,emb_lethal
WBGene00016395,spcs-1,emb_lethal
WBGene00001734,grl-25,emb_lethal
WBGene00012803,Y43F4B.5,emb_lethal
WBGene00010037,F54C8.4,emb_lethal
WBGene00004484,rps-15,emb_lethal
WBGene00003825,ntl-2,emb_lethal
WBGene00195149,F26H11.8,emb_lethal
WBGene00009672,F43G9.12,emb_lethal
WBGene00008974,tbc-1,emb_lethal
WBGene00003932,pat-6,emb_lethal
WBGene00001686,gpd-4,emb_lethal
WBGene00022257,puf-11,emb_lethal
WBGene00006311,sun-1,emb_lethal
WBGene00021365,smgl-2,emb_lethal
WBGene00011674,cyp-13A8,emb_lethal
WBGene00000797,crn-4,emb_lethal
WBGene00019380,K04C2.2,emb_lethal
WBGene00022577,nstp-3,emb_lethal
WBGene00013465,Y67H2A.10,emb_lethal
WBGene00017166,aldo-2,emb_lethal
WBGene00021752,xpd-1,emb_lethal
WBGene00004341,rfl-1,emb_lethal
WBGene00004363,ric-3,emb_lethal
WBGene00000143,apc-2,emb_lethal
WBGene00010485,ant-1.3,emb_lethal
WBGene00011237,gkow-1,emb_lethal
WBGene00010035,F54C8.1,emb_lethal
WBGene00018321,sand-1,emb_lethal
WBGene00022031,Y65B4A.8,emb_lethal
WBGene00014131,sdz-38,emb_lethal
WBGene00008428,eif-2Bepsilon,emb_lethal
WBGene00016356,C33F10.8,emb_lethal
WBGene00018166,nspb-5,emb_lethal
WBGene00017998,F33D4.6,emb_lethal
WBGene00001956,hlh-12,emb_lethal
WBGene00019503,tbce-1,emb_lethal
WBGene00005237,srh-11,emb_lethal
WBGene00012484,car-1,emb_lethal
WBGene00004445,rpl-31,emb_lethal
WBGene00023351,T27C4.5,emb_lethal
WBGene00007396,tiar-3,emb_lethal
WBGene00001035,dnj-17,emb_lethal
WBGene00271822,F11G11.15,emb_lethal
WBGene00020442,gen-1,emb_lethal
WBGene00020216,trap-2,emb_lethal
WBGene00001748,gsp-2,emb_lethal
WBGene00001925,his-51,emb_lethal
WBGene00019439,K06B9.2,emb_lethal
WBGene00021363,taf-6.2,emb_lethal
WBGene00006863,gyg-1,emb_lethal
WBGene00011637,sds-22,emb_lethal
WBGene00007413,pro-2,emb_lethal
WBGene00000094,agt-2,emb_lethal
WBGene00003798,npp-12,emb_lethal
WBGene00000066,act-4,emb_lethal
WBGene00011412,mrpl-16,emb_lethal
WBGene00012972,rsa-2,emb_lethal
WBGene00000552,cmd-1,emb_lethal
WBGene00006619,try-1,emb_lethal
WBGene00020500,T14B4.3,emb_lethal
WBGene00003410,mrp-4,emb_lethal
WBGene00017990,cec-4,emb_lethal
WBGene00004410,rla-2,emb_lethal
WBGene00002214,klc-1,emb_lethal
WBGene00009701,egg-3,emb_lethal
WBGene00008505,F01G4.6,emb_lethal
WBGene00016574,lido-11,emb_lethal
WBGene00004506,rpt-6,emb_lethal
WBGene00007644,C17E4.4,emb_lethal
WBGene00000890,sig-7,emb_lethal
WBGene00006927,vit-3,emb_lethal
WBGene00003952,pbs-6,emb_lethal
WBGene00000162,apd-3,emb_lethal
WBGene00016442,C35D10.5,emb_lethal
WBGene00012497,ragc-1,emb_lethal
WBGene00011219,srxa-10,emb_lethal
WBGene00003411,mrp-5,emb_lethal
WBGene00016202,kle-2,emb_lethal
WBGene00022219,Y73B3A.18,emb_lethal
WBGene00000907,daf-11,emb_lethal
WBGene00006882,vab-19,emb_lethal
WBGene00004189,pars-1,emb_lethal
WBGene00015541,C06E7.4,emb_lethal
WBGene00003865,oma-2,emb_lethal
WBGene00003994,pgl-3,emb_lethal
WBGene00016778,nep-3,emb_lethal
WBGene00011892,erh-1,emb_lethal
WBGene00009162,F26E4.7,emb_lethal
WBGene00009320,F32B6.3,emb_lethal
WBGene00009287,psf-2,emb_lethal
WBGene00006795,unc-61,emb_lethal
WBGene00013881,mans-4,emb_lethal
WBGene00001939,his-65,emb_lethal
WBGene00020549,nmt-1,emb_lethal
WBGene00004781,set-1,emb_lethal
WBGene00001373,exp-1,emb_lethal
WBGene00001225,eif-3.B,emb_lethal
WBGene00003022,lin-37,emb_lethal
WBGene00005021,sqv-3,emb_lethal
WBGene00023497,lin-15B,emb_lethal
WBGene00019275,rpac-40,emb_lethal
WBGene00011434,T04D3.5,emb_lethal
WBGene00004343,rgr-1,emb_lethal
WBGene00012767,fcd-2,emb_lethal
WBGene00015291,C01B12.8,emb_lethal
WBGene00006771,tln-1,emb_lethal
WBGene00016170,tmem-131,emb_lethal
WBGene00007983,C36E8.4,emb_lethal
WBGene00013075,Y51A2D.7,emb_lethal
WBGene00003903,pab-2,emb_lethal
WBGene00022793,ZK686.3,emb_lethal
WBGene00004323,rde-1,emb_lethal
WBGene00014871,Y37H9A.5,emb_lethal
WBGene00018371,ess-2,emb_lethal
WBGene00007217,tads-1,emb_lethal
WBGene00004179,prg-2,emb_lethal
WBGene00017442,F13H8.9,emb_lethal
WBGene00044585,C40H5.8,emb_lethal
WBGene00008107,aspm-1,emb_lethal
WBGene00002986,lig-4,emb_lethal
WBGene00017921,F29B9.5,emb_lethal
WBGene00002637,let-418,emb_lethal
WBGene00001434,fkh-2,emb_lethal
WBGene00018285,smk-1,emb_lethal
WBGene00020368,ast-1,emb_lethal
WBGene00001509,fzo-1,emb_lethal
WBGene00006439,ant-1.1,emb_lethal
WBGene00000228,atn-1,emb_lethal
WBGene00004778,ser-3,emb_lethal
WBGene00001941,his-67,emb_lethal
WBGene00017358,F10E9.7,emb_lethal
WBGene00006943,wrm-1,emb_lethal
WBGene00004385,rnp-2,emb_lethal
WBGene00017345,F10E7.3,emb_lethal
WBGene00009219,dpm-3,emb_lethal
WBGene00001903,his-29,emb_lethal
WBGene00013029,glrx-5,emb_lethal
WBGene00006272,str-245,emb_lethal
WBGene00002335,let-60,emb_lethal
WBGene00008149,pyp-1,emb_lethal
WBGene00012652,Y39A1A.14,emb_lethal
WBGene00016316,C32D5.8,emb_lethal
WBGene00001328,epi-1,emb_lethal
WBGene00000383,cdc-14,emb_lethal
WBGene00004395,rol-3,emb_lethal
WBGene00001569,meg-3,emb_lethal
WBGene00023487,mrps-24,emb_lethal
WBGene00000045,acr-6,emb_lethal
WBGene00017923,F29B9.8,emb_lethal
WBGene00003164,mdt-6,emb_lethal
WBGene00006873,vab-7,emb_lethal
WBGene00001678,gpa-16,emb_lethal
WBGene00000871,cye-1,emb_lethal
WBGene00004804,skn-1,emb_lethal
WBGene00007428,wdr-20,emb_lethal
WBGene00002583,let-363,emb_lethal
WBGene00021468,epg-2,emb_lethal
WBGene00011867,chc-1,emb_lethal
WBGene00021512,Y41D4B.4,emb_lethal
WBGene00001886,his-12,emb_lethal
WBGene00002169,isw-1,emb_lethal
WBGene00194986,T27F7.4,emb_lethal
WBGene00001926,his-52,emb_lethal
WBGene00003791,npp-5,emb_lethal
WBGene00020251,camt-1,emb_lethal
WBGene00006375,syp-1,emb_lethal
WBGene00002061,ife-3,emb_lethal
WBGene00003912,pal-1,emb_lethal
WBGene00019680,K12H4.5,emb_lethal
WBGene00001902,his-28,emb_lethal
WBGene00235102,Y54G2A.75,emb_lethal
WBGene00016249,mrpl-32,emb_lethal
WBGene00012678,zhp-4,emb_lethal
WBGene00003917,par-2,emb_lethal
WBGene00020112,pfd-5,emb_lethal
WBGene00000100,ajm-1,emb_lethal
WBGene00006793,unc-59,emb_lethal
WBGene00000161,apa-2,emb_lethal
WBGene00022092,Y69A2AR.21,emb_lethal
WBGene00011625,vps-39,emb_lethal
WBGene00017388,F11G11.13,emb_lethal
WBGene00014230,gtf-2H3,emb_lethal
WBGene00022286,rga-4,emb_lethal
WBGene00018575,clec-119,emb_lethal
WBGene00003528,nas-9,emb_lethal
WBGene00006059,stc-1,emb_lethal
WBGene00008346,C56A3.8,emb_lethal
WBGene00004429,rpl-17,emb_lethal
WBGene00000249,bir-1,emb_lethal
WBGene00016919,C54E4.4,emb_lethal
WBGene00014883,Y39C12A.2,emb_lethal
WBGene00010446,K01A6.4,emb_lethal
WBGene00006888,vbh-1,emb_lethal
WBGene00021648,mis-12,emb_lethal
WBGene00002363,let-92,emb_lethal
WBGene00007275,C03D6.1,emb_lethal
WBGene00004266,rab-1,emb_lethal
WBGene00004411,rpc-1,emb_lethal
WBGene00004433,rpl-21,emb_lethal
WBGene00010562,cdc-48.3,emb_lethal
